([2.0529095771542565, -8.739907583765651e-13, -5.874713006486724e-14, 2.2153370417640922e-11, -2.0381461340027537e-10, -2.1086913458400044e-15, 5.426626953092483e-16, 7.577785059307353e-06, -1.5058154776497503e-06, -2.2112551021271555e-09, 6.138528242156852e-10], [188488680149.35596, 199671253988.33643])
([2.156376219842831, -8.739907583765651e-13, -5.874713006486724e-14, 2.2386563790458194e-11, -2.0381461340027537e-10, -2.1086913458400044e-15, 5.426626953092483e-16, 7.577785059307353e-06, -1.5058154776497503e-06, -2.2112551021271555e-09, 6.138528242156852e-10], [188488671717.95355, 199671274331.77408])
([2.156376219842831, -8.739907583765651e-13, -5.874713006486724e-14, 2.2386563790458194e-11, -2.0381461340027537e-10, -2.1086913458400044e-15, 5.426626953092483e-16, 7.502007208714279e-06, -1.5058154776497503e-06, -2.146849613715685e-09, 6.138528242156852e-10], [180731356122.33978, 206886489618.1717])
([4.797373865026703, -1.2186166190719606e-12, -2.528435023732997e-13, 8.295218586306476e-11, -1.8092796357790155e-10, -1.960431386336364e-15, 5.976608906192028e-16, 2.3459460517557736e-05, -2.0779111917158454e-06, -1.3476922114355366e-08, 1.0484185768883416e-09], [113206875020.648, 169702969009.363])
([3.292624532154753, -1.1247573004276126e-12, -2.1619667573772053e-13, 1.2738636957297879e-10, -1.9681929801400595e-10, -2.175539793827104e-15, 7.322106973797986e-16, 2.5461002290892494e-05, -2.1695054388212757e-06, -1.5933782350985948e-08, 1.0193893740879897e-09], [174611989071.97308, 203210939029.3299])
([3.1541575398165533, -9.559105115805482e-13, -1.837642431206175e-13, 7.805593381156186e-11, -1.927130765988431e-10, -2.0965504236062654e-15, 7.709238803446512e-16, 2.4555934980039217e-05, -1.990295686587803e-06, -1.8894707914486446e-08, 1.0081108294001304e-09], [205569206716.23068, 169288181299.45374])
([3.292624532154753, -1.1247573004276126e-12, -2.1619667573772053e-13, 1.2738636957297879e-10, -1.9681929801400595e-10, -2.175539793827104e-15, 7.322106973797986e-16, 2.5461002290892494e-05, -2.1695054388212757e-06, -1.5933782350985948e-08, 1.0193893740879897e-09], [174611989071.97308, 203210939029.3299])
([4.957973505547532, -1.5289988482915693e-12, -3.3850530270780547e-13, 7.963023338692872e-11, -1.869425975684793e-10, -1.5758673697334618e-15, 8.226049699572238e-16, 2.278058301384341e-05, -1.9747389331821727e-06, -1.923874531624063e-08, 1.01838593022219e-09], [152598927593.27298, 206736518867.91342])
([4.888364894518787, -1.4403030393222524e-12, -2.041806521714086e-13, 8.354099181092815e-11, -1.8194767079992668e-10, -1.5748656435856309e-15, 7.512327696275132e-16, 2.278058301384341e-05, -1.9747389331821727e-06, -1.923874531624063e-08, 1.01838593022219e-09], [152384894504.64877, 206856462082.37134])
([4.912440533712978, -9.875003024323435e-13, -2.1131807331960233e-13, 7.918811618040143e-11, -1.7201881219950439e-10, -1.6345542310473609e-15, 7.512327696275132e-16, 2.278058301384341e-05, -1.9747389331821727e-06, -1.923874531624063e-08, 1.01838593022219e-09], [166422072103.55463, 201017268732.5531])
([4.797373865026703, -1.2186166190719606e-12, -2.528435023732997e-13, 8.295218586306476e-11, -1.8092796357790155e-10, -1.960431386336364e-15, 5.976608906192028e-16, 2.3459460517557736e-05, -2.0779111917158454e-06, -1.3476922114355366e-08, 1.0484185768883416e-09], [3693011110769.4233, 9742711054807.768])
([2.179675237975661, -9.2644255341162e-13, -2.117867450806763e-13, 8.523055668605863e-11, -1.6857012078109035e-10, -1.4850268974786011e-15, 7.1411399051543595e-16, 2.1934807985579407e-05, -2.1541079627967613e-06, -1.841243605396549e-08, 1.0939465237260755e-09], [87085561852.4891, 484524587358.4432])
([4.911742983763805, -8.666674882577201e-13, -5.606974811369953e-14, 2.2045110809477408e-11, -1.9835777683523633e-10, -2.279516923884055e-15, 4.899458667180716e-16, 2.1695869209278594e-05, -2.15430990818871e-06, -1.734721594883355e-08, 1.0683502511647282e-09], [315534826118.91205, 365801624404.6315])
([4.653992032403859, -1.5861824698600342e-12, -3.0659781806529073e-13, 7.302182688835522e-11, -1.8482696431329792e-10, -1.7114983301964528e-15, 8.397858885478882e-16, 7.763860765555924e-06, -1.6555719687780527e-06, -2.066935243166883e-09, 5.66633831161089e-10], [5502947230915.624, 7654360347964.841])
([5.271171999282753, -1.3053753434307791e-12, -2.603095546085665e-13, 8.061351429059299e-11, -1.8545233718384106e-10, -2.0064639557514945e-15, 6.820167755317361e-16, 2.399306621785419e-05, -2.0538643425430836e-06, -1.8226941133304536e-08, 1.0055267233454573e-09], [106817628185.466, 169919430320.51312])
([3.1541575398165533, -9.559105115805482e-13, -1.837642431206175e-13, 7.805593381156186e-11, -1.927130765988431e-10, -2.0965504236062654e-15, 6.35513405133212e-16, 2.278058301384341e-05, -1.9747389331821727e-06, -1.923874531624063e-08, 1.01838593022219e-09], [363432768220.2437, 245739122247.29974])
([4.544398921480405, -9.047361440141132e-13, -2.2449262784072478e-13, 7.488719177787256e-11, -1.839532081029111e-10, -1.4837155750264333e-15, 8.024743889057115e-16, 2.536167247255705e-05, -2.0249852055690656e-06, -1.5105902217614896e-08, 1.036851145558063e-09], [4219297411675.716, 10330986000714.637])
([5.1055496163007295, -1.2038114267399614e-12, -2.2572220046003612e-13, 1.1641451836122036e-10, -2.1132791420562964e-10, -2.2809400121238663e-15, 7.550372122168291e-16, 2.7460054851257594e-05, -2.07281658848273e-06, -2.2561373030743363e-09, 6.515611571004473e-10], [3185068941807.5884, 805220089334.8618])
([2.263439217325786, -8.697031819538313e-13, -2.513326193906094e-13, 8.049294196341815e-11, -1.555964061775265e-10, -1.730065262540758e-15, 6.243623945339202e-16, 2.5442546945116647e-05, -1.9751562800745245e-06, -1.4441844991725366e-08, 9.920104133925898e-10], [2965193547664.0693, 7938772728699.495])
([3.292624532154753, -1.1247573004276126e-12, -5.874713006486724e-14, 2.2386563790458194e-11, -2.0381461340027537e-10, -2.1086913458400044e-15, 5.426626953092483e-16, 7.577785059307353e-06, -1.5058154776497503e-06, -1.4876080539133759e-08, 9.572911174164225e-10], [3421519909638.4985, 6664251795289.966])
([5.271171999282753, -1.3053753434307791e-12, -2.603095546085665e-13, 8.061351429059299e-11, -1.8545233718384106e-10, -2.0064639557514945e-15, 6.820167755317361e-16, 2.399306621785419e-05, -2.0538643425430836e-06, -1.8226941133304536e-08, 1.0055267233454573e-09], [627618354926.4026, 594453082930.5383])
([2.0032558400438694, -1.2045201092062165e-12, -2.2150859506705067e-13, 7.989974589189461e-11, -2.0855646541982536e-10, -1.921233178453345e-15, 6.398884488695112e-16, 2.398835539262295e-05, -1.9225080331467684e-06, -2.0710262308572686e-08, 9.405969348482528e-10], [4140458851499.1274, 5634045762158.878])
([3.2000143469769573, -8.725211170536519e-13, -1.9499717762893792e-13, 8.835851851060204e-11, -1.7092165568528762e-10, -1.894897920898386e-15, 7.03430801608678e-16, 2.276563649247765e-05, -2.1531666546745334e-06, -1.7861853502638186e-08, 9.972442257541683e-10], [3451615257023.9326, 4981891402947.904])
([4.898712714478583, -9.559105115805482e-13, -1.837642431206175e-13, 8.523055668605863e-11, -1.6857012078109035e-10, -1.4850268974786011e-15, 7.1411399051543595e-16, 2.1934807985579407e-05, -2.1541079627967613e-06, -1.841243605396549e-08, 1.0939465237260755e-09], [87085847857.55032, 484524320768.0651])
([3.1541575398165533, -9.559105115805482e-13, -1.837642431206175e-13, 2.2045110809477408e-11, -1.6857012078109035e-10, -1.4850268974786011e-15, 7.1411399051543595e-16, 2.1934807985579407e-05, -2.1541079627967613e-06, -1.841243605396549e-08, 1.0939465237260755e-09], [87085664353.40494, 484524491812.28845])
([2.179675237975661, -9.2644255341162e-13, -2.117867450806763e-13, 7.805593381156186e-11, -1.9835777683523633e-10, -2.279516923884055e-15, 4.899458667180716e-16, 2.1695869209278594e-05, -2.15430990818871e-06, -1.734721594883355e-08, 1.0683502511647282e-09], [315535510992.0604, 365803191434.66003])
([4.911742983763805, -8.666674882577201e-13, -5.606974811369953e-14, 8.523055668605863e-11, -1.927130765988431e-10, -2.0965504236062654e-15, 6.35513405133212e-16, 2.278058301384341e-05, -1.9747389331821727e-06, -1.923874531624063e-08, 1.01838593022219e-09], [363432677498.81085, 245738379470.7902])
([4.898712714478583, -1.2439799891883509e-12, -5.606974811369953e-14, 2.2045110809477408e-11, -1.9835777683523633e-10, -2.279516923884055e-15, 4.899458667180716e-16, 2.1695869209278594e-05, -2.15430990818871e-06, -1.841243605396549e-08, 1.0939465237260755e-09], [265152676129.31235, 335938828690.40375])
([2.056861254598178, -9.322848761749674e-13, -2.2931654444389265e-13, 8.333287247514795e-11, -1.6521994789195708e-10, -1.901422374500302e-15, 7.300251638137936e-16, 2.5899927788835963e-05, -1.942401395307422e-06, -1.84638047125379e-08, 1.0143390225017023e-09], [571633928369.4635, 2220308929805.757])
([4.673154753813178, -8.548885607081425e-13, -2.2011559013667127e-13, 7.809019405890284e-11, -1.5233970897088838e-10, -1.425085714690216e-15, 6.929186923376638e-16, 2.1709047142473165e-05, -2.0839177696662253e-06, -1.7816751641302895e-08, 9.189133776294785e-10], [7935311373744.264, 13128029648409.277])
